Device Fuse Register Read,
FW Version,8521
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.61,3.28,198.72,55.016,ade8
Total Power,,,,2467.52

Test Condition,Power Measurement - At Reset Condition
Register,Address,Value
Res_Req Reg,fa01,0x0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,4.28,1.108,475.2,428.01,9174
0x41,01df,0.45,2.504,112.2,44.99,9174
0x43,01df,2.66,3.292,874.0,265.972,ade8
0x44,01df,7.03,1.104,778.8,703.01,9174
0x45,01df,0.13,2.508,33.0,12.98,9174
0x47,01df,0.55,3.28,198.72,57.04,ade8
Total Power,,,,2471.92

Test Condition,Power Measurement - All Port Enabled
Register,Address,Value
Res_Req Reg,FA01,0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,4.28,1.108,473.0,428.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.66,3.296,874.0,265.972,ade8
0x44,01df,7.03,1.104,774.4,703.01,9174
0x45,01df,0.13,2.508,33.0,12.98,9174
0x47,01df,0.55,3.28,180.32,60.996,ade8
Total Power,,,,2446.92

Test Condition,Power Measurement - Uc Disabled
Register,Address,Value
Res_Req Reg,FA01,0x0010

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,4.28,1.108,475.2,428.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.66,3.296,874.0,265.972,ade8
0x44,01df,7.04,1.104,778.8,704.0,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.52,3.28,160.08,52.992,ade8
Total Power,,,,2433.28

Test Condition,Power Measurement - SGMII PHY in Low Power Mode
Register,Address,Value
Res_Req Reg,D009,0x000C

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.98,1.108,440.0,397.98,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.49,3.292,820.64,248.952,ade8
0x44,01df,7.0,1.104,774.4,700.04,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.49,3.28,156.4,54.004,ade8
Total Power,,,,2336.64

Test Condition,Power Measurement - SGMII Port Disabled
Register,Address,Value
Res_Req Reg,FA01,0x0030

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.98,1.108,440.0,397.98,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.49,3.296,820.64,248.952,ade8
0x44,01df,7.0,1.104,772.2,700.04,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.49,3.28,156.4,49.036,ade8
Total Power,,,,2334.44

Test Condition,Power Measurement - GPHY0 Disabled
Register,Address,Value
Res_Req Reg,FA01,0x0031

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.07,1.112,343.2,307.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,1.99,3.296,656.88,197.984,ade8
0x44,01df,5.71,1.108,633.6,571.01,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.44,3.28,145.36,47.012,ade8
Total Power,,,,1924.24

Test Condition,"Power Measurement - GPHY0,GPHY1 Disabled"
Register,Address,Value
Res_Req Reg,FA01,0x0033

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,2.14,1.112,237.6,213.95,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,1.46,3.296,480.24,146.004,ade8
0x44,01df,4.37,1.108,484.0,437.03,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.39,3.28,126.96,39.008,ade8
Total Power,,,,1474.0

Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2 Disabled"
Register,Address,Value
Res_Req Reg,FA01,0x0037

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,1.21,1.112,134.2,121.0,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.93,3.296,307.28,93.012,ade8
0x44,01df,3.02,1.112,334.4,300.96,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.36,3.28,112.24,34.96,ade8
Total Power,,,,1033.32

Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2,GPHY3 Disabled"
Register,Address,Value
Res_Req Reg,FA01,0x003F

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.26,1.112,28.6,25.96,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.39,3.296,128.8,39.008,ade8
0x44,01df,1.65,1.112,184.8,165.0,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.3,3.28,95.68,29.992,ade8
Total Power,,,,583.08

Test Condition,Power Measurement - ROPLL Disabled
Register,Address,Value
Res_Req Reg,F980,0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.26,1.112,28.6,25.96,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.36,3.296,114.08,35.972,ade8
0x44,01df,1.61,1.112,180.4,161.04,9174
0x45,01df,0.07,2.512,17.6,7.04,9174
0x47,01df,0.3,3.28,99.36,29.992,ade8
Total Power,,,,552.24

Test Condition,Power Measurement - CDB Disabled
Register,Address,Value
Res_Req Reg,F880,0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.09,1.108,11.0,9.02,9174
0x41,01df,0.44,2.508,112.2,44.0,9174
0x43,01df,0.28,3.296,93.84,27.968,ade8
0x44,01df,0.11,1.108,11.0,11.0,9174
0x45,01df,0.07,2.512,17.6,7.04,9174
0x47,01df,0.46,3.28,150.88,46.0,ade8
Total Power,,,,396.52

