Device Fuse Register Read,,,,,,,,,
FW Version,8521,,,,,,,,
Sl.no,REG ADDR,REG VAL,,,,,,,
Res_Req Reg,FA01,0x0031,,,,,,,
,,,,,,,,,
Power Measurement Results,,,,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration,,,
0x40,01df,3.06,1.104,338.8,306.02,9174,-101.20,-90.97,-50.60
0x41,01df,0.45,2.504,112.2,44.99,9174,0.00,0.00,
0x43,01df,2.1,3.292,693.68,210.036,ade8,-178.48,-54.92,-89.24
0x44,01df,4.64,1.004,468.6,463.98,9174,-101.20,-102.96,-50.60
0x45,01df,0.13,2.512,33,12.98,9174,0.00,0.00,
0x47,01df,0.47,3.28,147.2,41.032,ade8,-9.20,-6.99,
Total Power,,,,1793.48,,,1501.08,,
,,,,,,,-380.88,,-190.44
Test Condition,"Power Measurement - GPHY0,GPHY1 Disabled",,,,,,-390.08,,
Register,Address,Value,,,,,,,
Res_Req Reg,FA01,0x0033,,,,,,,
,,,,,,,,,
Power Measurement Results,,,,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration,,,
0x40,01df,2.14,1.108,237.6,213.95,9174,-101.20,-92.07,-50.60
0x41,01df,0.45,2.508,112.2,44.99,9174,0.00,0.00,
0x43,01df,1.53,3.296,506,152.996,ade8,-187.68,-57.04,-93.84
0x44,01df,3.62,1.008,363,362.01,9174,-105.60,-101.97,-52.80
0x45,01df,0.13,2.508,33,12.98,9174,0.00,0.00,
0x47,01df,0.39,3.28,126.96,39.008,ade8,-20.24,-2.02,
Total Power,,,,1378.76,,,1106.60,,
,,,,,,,-394.48,,-197.24
Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2 Disabled",,,,,,-414.72,,
Register,Address,Value,,,,,,,
Res_Req Reg,FA01,0x0037,,,,,,,
,,,,,,,,,
Power Measurement Results,,,,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration,,,
0x40,01df,1.21,1.108,134.2,121,9174,-103.40,-92.95,-51.70
0x41,01df,0.45,2.508,112.2,44.99,9174,0.00,0.00,
0x43,01df,0.97,3.296,320.16,96.968,ade8,-185.84,-56.03,-92.92
0x44,01df,2.55,1.012,255.2,254.98,9174,-107.80,-107.03,-53.90
0x45,01df,0.13,2.512,33,12.98,9174,0.00,0.00,
0x47,01df,0.34,3.28,112.24,34.96,ade8,-14.72,-4.05,
Total Power,,,,967,,,709.56,,
,,,,,,,-397.04,,-198.52
Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2,GPHY3 Disabled",,,,,,-411.76,,
Register,Address,Value,,,,,,,
Res_Req Reg,FA01,0x003F,,,,,,,
,,,,,,,,,
Power Measurement Results,,,,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration,,,
0x40,01df,0.26,1.116,28.6,25.96,9174,-105.60,-95.04,-52.80
0x41,01df,0.45,2.504,112.2,44.99,9174,0.00,0.00,
0x43,01df,0.39,3.296,126.96,39.008,ade8,-193.20,-57.96,-96.60
0x44,01df,1.49,1.012,151.8,149.05,9174,-103.40,-105.93,-51.70
0x45,01df,0.13,2.512,33,12.98,9174,0.00,0.00,
0x47,01df,0.3,3.28,95.68,29.992,ade8,-16.56,-4.97,
Total Power,,,,548.24,,,307.36,,
,,,,,,,-402.20,,-201.10
Test Condition,Power Measurement - ROPLL Disabled,,,,,,-418.76,,
Register,Address,Value,,,,,,,
Res_Req Reg,F980,0x0000,,,,,,,
,,,,,,,,,
Power Measurement Results,,,,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration,,,
0x40,01df,0.26,1.112,28.6,25.96,9174,0.00,0.00,0.00
0x41,01df,0.45,2.504,112.2,44,9174,0.00,-0.99,
0x43,01df,0.35,3.296,117.76,34.96,ade8,-9.20,-4.05,-4.60
0x44,01df,1.46,1.012,147.4,145.97,9174,-4.40,-3.08,-2.20
0x45,01df,0.07,2.512,17.6,7.04,9174,-15.40,-5.94,
0x47,01df,0.3,3.28,99.36,29.992,ade8,3.68,0.00,
Total Power,,,,522.92,,,293.76,,
,,,,,,,-13.60,,-6.80
Test Condition,Power Measurement - CDB Disabled,,,,,,-25.32,,
Register,Address,Value,,,,,,,
Res_Req Reg,F880,0x0000,,,,,,,
,,,,,,,,,
Power Measurement Results,,,,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration,,,
0x40,01df,0.09,1.116,11,9.02,9174,-17.60,-16.94,-8.80
0x41,01df,0.44,2.508,112.2,44,9174,0.00,0.00,
0x43,01df,0.28,3.296,93.84,27.968,ade8,-23.92,-6.99,-11.96
0x44,01df,0.09,1.016,11,9.02,9174,-136.40,-136.95,-68.20
0x45,01df,0.07,2.512,17.6,7.04,9174,0.00,0.00,
0x47,01df,0.48,3.28,156.4,48.024,ade8,57.04,18.03,
Total Power,,,,402.04,,,115.84,,
,,,,,,,-177.92,,-88.96
,,,,,,,-120.88,,
