Device Fuse Register Read,
FW Version,8521
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.6,3.276,178.48,55.016,ade8
Total Power,,,,2417.4

Test Condition,Power Measurement - At Reset Condition
Register,Address,Value
Res_Req Reg,fa01,0x0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,4.28,1.108,475.2,428.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.81,3.292,925.52,280.968,ade8
0x44,01df,6.28,1.104,693.0,627.99,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.61,3.28,198.72,58.972,ade8
Total Power,,,,2437.64

Test Condition,Power Measurement - All Port Enabled
Register,Address,Value
Res_Req Reg,FA01,0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,4.28,1.108,475.2,429.0,9174
0x41,01df,0.45,2.504,112.2,44.99,9174
0x43,01df,2.81,3.292,925.52,280.968,ade8
0x44,01df,6.28,1.104,693.0,627.99,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.61,3.28,198.72,54.004,ade8
Total Power,,,,2437.64

Test Condition,Power Measurement - Uc Disabled
Register,Address,Value
Res_Req Reg,FA01,0x0010

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,4.28,1.108,475.2,428.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.81,3.292,925.52,280.968,ade8
0x44,01df,6.29,1.104,695.2,628.98,9174
0x45,01df,0.13,2.508,33.0,12.98,9174
0x47,01df,0.53,3.28,156.4,48.024,ade8
Total Power,,,,2397.52

Test Condition,Power Measurement - SGMII PHY in Low Power Mode
Register,Address,Value
Res_Req Reg,D009,0x000C

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.98,1.108,440.0,398.97,9174
0x41,01df,0.45,2.504,112.2,44.99,9174
0x43,01df,2.64,3.292,868.48,263.948,ade8
0x44,01df,6.25,1.104,688.6,625.02,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.48,3.276,156.4,52.992,ade8
Total Power,,,,2298.68

Test Condition,Power Measurement - SGMII Port Disabled
Register,Address,Value
Res_Req Reg,FA01,0x0030

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,440.0,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.64,3.292,872.16,264.96,ade8
0x44,01df,6.24,1.104,688.6,625.02,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.48,3.28,156.4,52.992,ade8
Total Power,,,,2302.36

Test Condition,Power Measurement - GPHY0 Disabled
Register,Address,Value
Res_Req Reg,FA01,0x0031

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.07,1.112,338.8,307.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.1,3.296,693.68,210.036,ade8
0x44,01df,5.15,1.104,569.8,515.02,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.45,3.276,145.36,43.976,ade8
Total Power,,,,1892.84

Test Condition,"Power Measurement - GPHY0,GPHY1 Disabled"
Register,Address,Value
Res_Req Reg,FA01,0x0033

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,2.14,1.112,237.6,213.95,9174
0x41,01df,0.45,2.504,112.2,44.99,9174
0x43,01df,1.53,3.296,504.16,152.996,ade8
0x44,01df,4.04,1.108,446.6,404.03,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.39,3.28,126.96,41.032,ade8
Total Power,,,,1460.52

Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2 Disabled"
Register,Address,Value
Res_Req Reg,FA01,0x0037

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,1.21,1.112,134.2,121.0,9174
0x41,01df,0.45,2.504,112.2,44.99,9174
0x43,01df,0.97,3.296,320.16,96.968,ade8
0x44,01df,2.82,1.108,314.6,282.04,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.34,3.28,112.24,35.972,ade8
Total Power,,,,1026.4

Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2,GPHY3 Disabled"
Register,Address,Value
Res_Req Reg,FA01,0x003F

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.26,1.112,28.6,25.96,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.39,3.296,128.8,39.008,ade8
0x44,01df,1.67,1.112,184.8,166.98,9174
0x45,01df,0.13,2.512,33.0,12.98,9174
0x47,01df,0.29,3.28,95.68,29.992,ade8
Total Power,,,,583.08

Test Condition,Power Measurement - ROPLL Disabled
Register,Address,Value
Res_Req Reg,F980,0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.26,1.108,28.6,25.96,9174
0x41,01df,0.45,2.504,112.2,44.99,9174
0x43,01df,0.35,3.296,114.08,34.96,ade8
0x44,01df,1.63,1.112,180.4,162.03,9174
0x45,01df,0.07,2.508,17.6,7.04,9174
0x47,01df,0.3,3.28,99.36,29.992,ade8
Total Power,,,,552.24

Test Condition,Power Measurement - CDB Disabled
Register,Address,Value
Res_Req Reg,F880,0x0000

Power Measurement Results
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.09,1.108,11.0,8.03,9174
0x41,01df,0.44,2.508,112.2,44.0,9174
0x43,01df,0.28,3.296,93.84,27.968,ade8
0x44,01df,0.11,1.108,11.0,11.0,9174
0x45,01df,0.07,2.512,17.6,7.04,9174
0x47,01df,0.45,3.28,147.2,44.988,ade8
Total Power,,,,392.84

