Device Fuse Register Read,,,,,,
76,1F.d91,0x00069,,,,
77,1F.d92,0x00000,,,,
78,1F.d93,0x00008,,,,
79,1F.d94,0x00007,,,,
80,1F.d95,0x00007,,,,
81,1F.d96,0x000b4,,,,
82,1F.d97,0x0000d,,,,
82,1F.1FF,0x0001f,,,,
82,1F.1FF,0x0001f,,,,
82,1F.1FF,0x0001f,,,,
82,1F.1FF,0x0001f,,,,
Test Condition,Power Measurement - At Reset Condition,,,,,
Register,Address,Value,,,,
Res_Req Reg,0x0020,fa01,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,444.4,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.64,3.292,872.16,264.96,ade8
0x44,01df,6.18,1.104,684.2,616.99,9174
0x45,01df,0.18,2.508,46.2,18.04,9174
0x47,01df,0.76,3.276,220.8,72.956,ade8
Total Power,,,,2379.96,,
,,,,,,
Test Condition,Power Measurement - At Reset Condition,,,,,
Register,Address,Value,,,,
Res_Req Reg,fa01,0x0x0020,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,444.4,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.65,3.296,872.16,264.96,ade8
0x44,01df,6.18,1.104,682,617.98,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.67,3.28,235.52,71.024,ade8
Total Power,,,,2392.48,,
,,,,,,
Test Condition,Power Measurement - All Port Enabled,,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x0000,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,444.4,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.65,3.292,872.16,264.96,ade8
0x44,01df,6.17,1.104,682,616.99,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.67,3.28,220.8,66.976,ade8
Total Power,,,,2377.76,,
,,,,,,
Test Condition,Power Measurement - Uc Disabled,,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x0010,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,444.4,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.64,3.296,872.16,264.96,ade8
0x44,01df,6.18,1.104,682,617.98,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.61,3.28,198.72,67.988,ade8
Total Power,,,,2355.68,,
,,,,,,
Test Condition,Power Measurement - SGMII PHY in Low Power Mode,,,,,
Register,Address,Value,,,,
Res_Req Reg,D009,0x000C,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,444.4,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.64,3.292,868.48,263.948,ade8
0x44,01df,6.18,1.104,682,617.98,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.68,3.28,195.04,67.988,ade8
Total Power,,,,2348.32,,
,,,,,,
Test Condition,Power Measurement - SGMII Port Disabled,,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x0030,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.99,1.108,444.4,398.97,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.65,3.292,872.16,264.96,ade8
0x44,01df,6.18,1.108,682,617.98,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.62,3.276,195.04,67.988,ade8
Total Power,,,,2352,,
,,,,,,
Test Condition,Power Measurement - GPHY0 Disabled,,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x0031,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,3.08,1.108,343.2,307.01,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,2.1,3.292,690,210.036,ade8
0x44,01df,5.1,1.108,565.4,509.96,9174
0x45,01df,0.18,2.508,46.2,18.04,9174
0x47,01df,0.55,3.28,195.04,58.972,ade8
Total Power,,,,1952.04,,
,,,,,,
Test Condition,"Power Measurement - GPHY0,GPHY1 Disabled",,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x0033,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,2.15,1.112,237.6,215.05,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,1.53,3.296,504.16,152.996,ade8
0x44,01df,4.02,1.108,446.6,402.05,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.53,3.28,156.4,52.992,ade8
Total Power,,,,1503.16,,
,,,,,,
Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2 Disabled",,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x0037,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,1.21,1.112,134.2,121,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.97,3.296,320.16,96.968,ade8
0x44,01df,2.82,1.108,314.6,282.04,9174
0x45,01df,0.18,2.512,46.2,18.04,9174
0x47,01df,0.42,3.28,141.68,42.044,ade8
Total Power,,,,1069.04,,
,,,,,,
Test Condition,"Power Measurement - GPHY0,GPHY1,GPHY2,GPHY3 Disabled",,,,,
Register,Address,Value,,,,
Res_Req Reg,FA01,0x003F,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.26,1.112,28.6,25.96,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.38,3.296,128.8,37.996,ade8
0x44,01df,1.64,1.112,184.8,164.01,9174
0x45,01df,0.18,2.508,46.2,18.04,9174
0x47,01df,0.36,3.28,117.76,35.972,ade8
Total Power,,,,618.36,,
,,,,,,
Test Condition,Power Measurement - ROPLL Disabled,,,,,
Register,Address,Value,,,,
Res_Req Reg,F980,0x0000,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.26,1.112,28.6,25.96,9174
0x41,01df,0.45,2.508,112.2,44.99,9174
0x43,01df,0.35,3.296,114.08,34.96,ade8
0x44,01df,1.59,1.112,176,158.95,9174
0x45,01df,0.07,2.512,17.6,7.04,9174
0x47,01df,0.36,3.28,117.76,36.984,ade8
Total Power,,,,566.24,,
,,,,,,
Test Condition,Power Measurement - CDB Disabled,,,,,
Register,Address,Value,,,,
Res_Req Reg,F880,0x0000,,,,
,,,,,,
Power Measurement Results,,,,,,
ADDR,Config_Reg,Shunt_Voltage,Bus_Voltage,Power,Current,Calibration
0x40,01df,0.09,1.112,11,9.02,9174
0x41,01df,0.44,2.508,112.2,44,9174
0x43,01df,0.27,3.296,93.84,27.968,ade8
0x44,01df,0.11,1.108,11,11,9174
0x45,01df,0.07,2.512,17.6,7.04,9174
0x47,01df,0.23,3.28,75.44,23,ade8
Total Power,,,,321.08,,
