analyzerportresults5,,port5,Port //1/6 (offline),889578,732981359,889578,0,0,0,128,1518,0,13669,11189142,13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89513136,0,0,6006183352,91700170,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
analyzerportresults6,,port6,Port //1/7 (offline),889578,732981359,889578,0,0,0,128,1518,0,12832,10508603,12832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84068824,0,0,6006183352,86121898,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

RxStream_Results

ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,SigFrameCount,FcsErrorFrameCount,MinLatency,MaxLatency,DroppedFrameCount,DroppedFramePercent,InOrderFrameCount,ReorderedFrameCount,DuplicateFrameCount,LateFrameCount,PrbsBitErrorCount,PrbsFillOctetCount,Ipv4ChecksumErrorCount,TcpUdpChecksumErrorCount,FrameRate,SigFrameRate,FcsErrorFrameRate,DroppedFrameRate,DroppedFramePercentRate,InOrderFrameRate,ReorderedFrameRate,DuplicateFrameRate,LateFrameRate,PrbsBitErrorRate,PrbsFillOctetRate,Ipv4ChecksumErrorRate,TcpUdpChecksumErrorRate,BitRate,ShortTermAvgLatency,AvgLatency,PrbsBitErrorRatio,L1BitCount,L1BitRate,PrbsErrorFrameCount,PrbsErrorFrameRate,PortStrayFrames,BitCount,ShortTermAvgJitter,AvgJitter,Rfc4689AbsoluteAvgJitter,MinJitter,MaxJitter,ShortTermAvgInterarrivalTime,AvgInterarrivalTime,MinInterarrivalTime,MaxInterarrivalTime,InSeqFrameCount,OutSeqFrameCount,InSeqFrameRate,OutSeqFrameRate,HistBin1Count,HistBin2Count,HistBin3Count,HistBin4Count,HistBin5Count,HistBin6Count,HistBin7Count,HistBin8Count,HistBin9Count,HistBin10Count,HistBin11Count,HistBin12Count,HistBin13Count,HistBin14Count,HistBin15Count,HistBin16Count,

rxstreamsummaryresults1,,port1,Port //1/2 (offline),889578,889578,0,2.2,13.41,0,0,889578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.791,0,6006183352,0,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults2,,port2,Port //1/3 (offline),889578,889578,0,2.2,13.41,0,0,889578,0,0,0,0,0,0,0,12382,12382,0,0,0,12382,0,0,0,0,0,0,0,81115416,7.903,7.8,0,6006183352,83096533,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults3,,port3,Port //1/4 (offline),889578,889578,0,2.13,13.33,0,0,889578,0,0,0,0,0,0,0,13003,13003,0,0,0,13003,0,0,0,0,0,0,0,85214600,7.754,7.726,0,6006183352,87295027,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults4,,port4,Port //1/5 (offline),889578,889578,0,2.13,13.38,0,0,889578,0,0,0,0,0,0,0,14716,14716,0,0,0,14716,0,0,0,0,0,0,0,96503928,7.738,7.734,0,6006183352,98858539,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults5,,port5,Port //1/6 (offline),889578,889578,0,2.14,13.35,0,0,889578,0,0,0,0,0,0,0,12725,12725,0,0,0,12725,0,0,0,0,0,0,0,83355488,7.816,7.735,0,6006183352,85391539,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults6,,port6,Port //1/7 (offline),889578,889578,0,2.13,13.35,0,0,889578,0,0,0,0,0,0,0,13564,13564,0,0,0,13564,0,0,0,0,0,0,0,88876880,7.718,7.722,0,6006183352,91047164,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

TxStream_Results

ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,,port1,Port //1/2 (offline),889578,0,0,889578,6006183352,0,5863850872,
txstreamresults2,,port2,Port //1/3 (offline),889578,13443,88420560,889578,6006183352,90571383,5863850872,
txstreamresults3,,port3,Port //1/4 (offline),889578,12558,82636696,889578,6006183352,84645955,5863850872,
txstreamresults4,,port4,Port //1/5 (offline),889578,12883,84801408,889578,6006183352,86862702,5863850872,
txstreamresults5,,port5,Port //1/6 (offline),889578,12122,79753632,889578,6006183352,81693114,5863850872,
txstreamresults6,,port6,Port //1/7 (offline),889578,12485,82200096,889578,6006183352,84197763,5863850872,
