analyzerportresults4,,port4,Port //1/5 (offline),889578,732981359,889578,0,0,0,128,1518,0,11127,9101890,11127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72815120,0,0,6006183352,74595442,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
analyzerportresults5,,port5,Port //1/6 (offline),889576,732979233,889576,0,0,0,128,1518,0,11370,9292020,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74336160,0,0,6006166024,76155308,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
analyzerportresults6,,port6,Port //1/7 (offline),889578,732981359,889578,0,0,0,128,1518,0,11416,9329795,11416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74638360,0,0,6006183352,76464971,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

RxStream_Results

ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,SigFrameCount,FcsErrorFrameCount,MinLatency,MaxLatency,DroppedFrameCount,DroppedFramePercent,InOrderFrameCount,ReorderedFrameCount,DuplicateFrameCount,LateFrameCount,PrbsBitErrorCount,PrbsFillOctetCount,Ipv4ChecksumErrorCount,TcpUdpChecksumErrorCount,FrameRate,SigFrameRate,FcsErrorFrameRate,DroppedFrameRate,DroppedFramePercentRate,InOrderFrameRate,ReorderedFrameRate,DuplicateFrameRate,LateFrameRate,PrbsBitErrorRate,PrbsFillOctetRate,Ipv4ChecksumErrorRate,TcpUdpChecksumErrorRate,BitRate,ShortTermAvgLatency,AvgLatency,PrbsBitErrorRatio,L1BitCount,L1BitRate,PrbsErrorFrameCount,PrbsErrorFrameRate,PortStrayFrames,BitCount,ShortTermAvgJitter,AvgJitter,Rfc4689AbsoluteAvgJitter,MinJitter,MaxJitter,ShortTermAvgInterarrivalTime,AvgInterarrivalTime,MinInterarrivalTime,MaxInterarrivalTime,InSeqFrameCount,OutSeqFrameCount,InSeqFrameRate,OutSeqFrameRate,HistBin1Count,HistBin2Count,HistBin3Count,HistBin4Count,HistBin5Count,HistBin6Count,HistBin7Count,HistBin8Count,HistBin9Count,HistBin10Count,HistBin11Count,HistBin12Count,HistBin13Count,HistBin14Count,HistBin15Count,HistBin16Count,

rxstreamsummaryresults1,,port1,Port //1/2 (offline),889578,889578,0,2.21,13.43,0,0,889578,0,0,0,0,0,0,0,11854,11854,0,0,0,11854,0,0,0,0,0,0,0,77595760,7.955,7.807,0,6006183352,79492338,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults2,,port2,Port //1/3 (offline),889575,889575,0,2.2,13.39,3,0,889575,0,0,0,0,0,0,0,10841,10841,0,0,0,10841,0,0,0,0,0,0,0,70881424,7.989,7.792,0,6006156160,72616041,0,0,NA,5863824160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults3,,port3,Port //1/4 (offline),889578,889578,0,2.16,13.36,0,0,889578,0,0,0,0,0,0,0,11023,11023,0,0,0,11023,0,0,0,0,0,0,0,72141320,7.941,7.747,0,6006183352,73905002,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults4,,port4,Port //1/5 (offline),889578,889578,0,2.15,13.35,0,0,889578,0,0,0,0,0,0,0,12078,12078,0,0,0,12078,0,0,0,0,0,0,0,79078512,7.892,7.737,0,6006183352,81010987,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults5,,port5,Port //1/6 (offline),889578,889578,0,2.14,13.35,0,0,889578,0,0,0,0,0,0,0,11307,11307,0,0,0,11307,0,0,0,0,0,0,0,73939392,7.887,7.733,0,6006183352,75748514,0,0,NA,5863850872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rxstreamsummaryresults6,,port6,Port //1/7 (offline),889576,889576,0,2.13,13.34,2,0,889576,0,0,0,0,0,0,0,11271,11271,0,0,0,11271,0,0,0,0,0,0,0,73686440,7.891,7.722,0,6006166024,75489748,0,0,NA,5863833864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

TxStream_Results

ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,,port1,Port //1/2 (offline),889578,13344,87794672,889578,6006183352,89929636,5863850872,
txstreamresults2,,port2,Port //1/3 (offline),889578,11966,78684840,889578,6006183352,80599372,5863850872,
txstreamresults3,,port3,Port //1/4 (offline),889578,14032,92318232,889578,6006183352,94563402,5863850872,
txstreamresults4,,port4,Port //1/5 (offline),889578,14218,93601176,889578,6006183352,95876131,5863850872,
txstreamresults5,,port5,Port //1/6 (offline),889578,13606,89540312,889578,6006183352,91717337,5863850872,
txstreamresults6,,port6,Port //1/7 (offline),889578,14521,95555040,889578,6006183352,97878347,5863850872,
